tree_node,pair_age,sp1,sp2,abaxial_stomatal_density_mm2,adaxial_stomatal_density_mm2,abaxial_stomatal_length_um,adaxial_stomatal_length_um,abaxial_stomatal_area_um2,adaxial_stomatal_area_um2,abaxial_gmax,adaxial_gmax,abaxial_fs,adaxial_fs,chromostome_number_2n,ploidy_level_x,dna_amount_2c_pg,pair
1217,23.536565000300214,Eriachne_aristidea,Arundo_donax,-0.7674008086865556,-0.33760648845085584,0.19480915434631174,0.08293920434143098,0.38961830869262326,0.1658784086828624,-0.5725916543402441,-0.2546672841094244,-0.37778249999393254,-0.1717280797679932,NA,NA,NA,76
1144,7.169397000300222,Caltha_leptosepala,Caltha_palustris,-0.15490195998574308,-0.16136800223497483,0.22646894725310163,0.21605455900070103,0.4529378945062028,0.4321091180014016,0.0715669872673583,0.05468655676572598,0.29803593452045973,0.270741115766427,NA,NA,NA,43
1142,27.56795700030021,Adonis_aestivalis,Caltha_palustris_var._stagnalis,0.271202510522337,-0.23204266438483123,-0.13157476267466106,-0.15918544713467897,-0.2631495253493221,-0.3183708942693584,0.13962774784767573,-0.3912281115195103,0.00805298517301467,-0.5504135586541896,NA,NA,NA,6
663,3.192233000300206,Ageratina_pichinchensis,Ageratina_cylindrica,0.02482407234941464,0.09690939001038235,-0.04103832622430659,0.0991476142053016,-0.08207665244861317,0.1982952284106032,-0.016214253874891726,0.19605700421568423,-0.057252580099198314,0.295204618420986,NA,NA,NA,8
664,1.8090730003002022,Stevia_origanoides,Stevia_salicifolia,0,0,0.014141182240180017,-0.037621635586103874,0.028282364480360478,-0.07524327117220775,0.014141182240180156,-0.03762163558610382,0.028282364480360256,-0.07524327117220775,NA,NA,NA,200
714,1.7211130003001642,Ligularia_sagitta,Ligularia_virgaurea,-0.15533603746506186,0.1739881339679168,0.21034944592139615,0.12715792632155676,0.42069889184279274,0.2543158526431135,0.05501340845633442,0.30114606028947355,0.26536285437773066,0.4283039866110303,NA,NA,NA,116
715,5.510392000300158,Roldana_lobata,Barkleyanthus_salicifolius,-0.3010424558766349,-0.30102999566398103,0.02834098644537031,0.12225526439451584,0.05668197289074062,0.24451052878903168,-0.2727014694312644,-0.17877473126946544,-0.2443604829858943,-0.056519466874949575,NA,NA,NA,166
751,4.38211800030021,Carduus_thoermeri,Carduus_seminudus,0.4283653180728395,0.5782644886777448,-0.14612803567823796,-0.048940163107342505,-0.29225607135647635,-0.09788032621468501,0.28223728239460155,0.5293243255704024,0.13610924671636349,0.48038416246306026,NA,NA,NA,48
752,1.5470120003002137,Carduus_defloratus,Carduus_pycnocephalus,0.19822182298459756,0.12554594044216727,-0.07330437041781668,-0.04258744377116841,-0.14660874083563336,-0.08517488754233682,0.12491745256678055,0.08295849667099876,0.051613082148963874,0.04037105289983045,NA,NA,0.6422423798870917,47
762,2.385286000300198,Campanula_glomerata,Campanula_rapunculoides,0.12734106103097131,0.24963607497572782,-0.03981055414835044,-0.034225829819096276,-0.07962110829670088,-0.06845165963819255,0.0875305068826206,0.21541024515663149,0.04771995273427032,0.18118441533753527,NA,NA,0.3422044972045033,44
